date,x1,x2,x3,x4,x5,x6
2020-01-01 00:00:00,0.5264651856310834,0.7643923797902119,0.6651561405776324,0.24722597682790995,-0.2708886372833705,-0.7158393746085685
2020-01-01 01:00:00,0.6478020115430829,0.9139110300116662,0.6262245693659515,0.12782431876363443,-0.420499810069795,-0.9436951540333784
2020-01-01 02:00:00,0.6718480124859783,0.6022101868131338,0.32173173398972976,-0.2814418069003284,-0.5399085509565498,-0.7360404327921931
2020-01-01 03:00:00,0.5818689365272915,0.4754592096810496,0.3483105226612824,-0.08337776315579853,-0.6973905839336589,-0.538570736422346
2020-01-01 04:00:00,0.9087704786405693,0.4174771975471057,-0.0013968719245584472,-0.5665082982144836,-0.7909231375557693,-0.686626191186579
2020-01-01 05:00:00,0.6762169935397777,0.3784264949296705,-0.1329976564613295,-0.7122743575197813,-0.8319066438517562,-0.8169678741407693
2020-01-01 06:00:00,0.5923980936145323,0.07881700020243432,-0.2822513188501644,-0.4764388866778465,-0.6800499676618156,-0.3817819847789894
2020-01-01 07:00:00,0.36935648599070836,0.05944049062315884,-0.5950664314858806,-0.888032712395327,-0.5920056021319722,-0.1822147802174198
2020-01-01 08:00:00,0.21388336691954057,-0.2596133350540198,-0.8114451455538768,-0.6465058118384122,-0.41604175261071175,0.170428797972386
2020-01-01 09:00:00,-0.03631722002450724,-0.3982349910210713,-0.848665109124151,-0.8637730648490496,-0.45243866958222895,0.2767971524517628
2020-01-01 10:00:00,-0.14779340692561124,-0.5997243147086077,-0.6496957113332037,-0.45736607892566955,-0.01771219122581208,0.46169205858240636
2020-01-01 11:00:00,-0.3284618524880213,-0.685056026976706,-0.6382273920689466,-0.2556095543103303,0.15938701596316057,0.7178339446890771
2020-01-01 12:00:00,-0.5411628010038537,-0.7521206613777112,-0.6515457316450066,-0.3168903693233041,0.11723104070752355,0.752850946284891
2020-01-01 13:00:00,-0.5962482179313497,-1.0728404014403599,-0.5275626848560268,0.05218108009418426,0.3953688276064296,0.7338432924123769
2020-01-01 14:00:00,-0.8950759995210177,-0.7351705991385685,-0.43684619266141034,-0.01413179081962812,0.6710689028278924,0.6855766061680499
2020-01-01 15:00:00,-0.7062035144993032,-0.5603911602638466,-0.1747982622779705,0.399134579583974,0.850453222534221,0.5514863412669423
2020-01-01 16:00:00,-0.887428742909531,-0.5340103400700188,-0.036038445397127486,0.55314014231514,0.5823701952201348,0.7423634167507973
2020-01-01 17:00:00,-0.7658676968769975,-0.28652422257367494,0.03140896941298868,0.48140657239029216,0.8406530114375258,0.475301589741816
2020-01-01 18:00:00,-0.7020515695693742,-0.2307861299061098,0.38644867526646337,0.6662321053376391,0.5276809222312123,0.33401248612478507
2020-01-01 19:00:00,-0.5106560638647749,0.001234318075501728,0.6304210381886216,0.9720290249390837,0.4866462195597697,0.23097389456696327
2020-01-01 20:00:00,-0.31765302760680714,0.4012659326838769,0.7057260770247774,0.8918715539416635,0.3579739786526296,0.05479890583735049
